INDEX,GROUP,SUBGROUP,CLASS,LEVEL,WEIGHT,CHART,CONSUMPTION,TIME_PERIOD,MEASURE,TSEST,REGION,FREQ,obsValue,UNIT_MEASURE,DECIMALS
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2020-Q3,3,10,4,Q,4.1,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2020-Q4,3,10,4,Q,2.9,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q1,3,10,4,Q,0.9,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q2,3,10,4,Q,0.8,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q3,3,10,4,Q,1.3,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q4,3,10,4,Q,2.2,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2022-Q1,3,10,4,Q,4.6,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2020-Q3,3,10,5,Q,3.5,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2020-Q4,3,10,5,Q,3.2,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q1,3,10,5,Q,2.3,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q2,3,10,5,Q,1.8,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q3,3,10,5,Q,2.1,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q4,3,10,5,Q,1.9,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2022-Q1,3,10,5,Q,4.1,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2020-Q3,1,10,5,Q,108.7,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2020-Q4,1,10,5,Q,109.5,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q1,1,10,5,Q,110.7,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q2,1,10,5,Q,111.1,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q3,1,10,5,Q,111,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q4,1,10,5,Q,111.6,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2022-Q1,1,10,5,Q,115.2,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2020-Q3,3,10,6,Q,3.2,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2020-Q4,3,10,6,Q,1.9,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q1,3,10,6,Q,0.5,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q2,3,10,6,Q,0.9,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q3,3,10,6,Q,0.9,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q4,3,10,6,Q,2.1,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2022-Q1,3,10,6,Q,4.4,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2020-Q3,1,10,4,Q,112.5,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2020-Q4,1,10,4,Q,112.3,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q1,1,10,4,Q,112.7,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q2,1,10,4,Q,113.7,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q3,1,10,4,Q,114,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q4,1,10,4,Q,114.8,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2022-Q1,1,10,4,Q,117.9,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2020-Q3,2,10,1,Q,-0.2,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2020-Q4,2,10,1,Q,0,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q1,2,10,1,Q,0.3,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q2,2,10,1,Q,-0.1,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q3,2,10,1,Q,0.7,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q4,2,10,1,Q,0.6,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2022-Q1,2,10,1,Q,2.5,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2020-Q3,1,10,6,Q,109.9,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2020-Q4,1,10,6,Q,109.9,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q1,1,10,6,Q,110.3,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q2,1,10,6,Q,111.1,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q3,1,10,6,Q,110.9,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q4,1,10,6,Q,112.2,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2022-Q1,1,10,6,Q,115.2,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2020-Q3,2,10,50,Q,-0.4,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2020-Q4,2,10,50,Q,0.2,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q1,2,10,50,Q,0.4,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q2,2,10,50,Q,0.5,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q3,2,10,50,Q,0.3,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q4,2,10,50,Q,0.7,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2022-Q1,2,10,50,Q,2.8,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2020-Q3,2,10,2,Q,-0.8,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2020-Q4,2,10,2,Q,0.4,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q1,2,10,2,Q,0.3,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q2,2,10,2,Q,1,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q3,2,10,2,Q,0.3,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q4,2,10,2,Q,0.5,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2022-Q1,2,10,2,Q,2.8,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2020-Q3,2,10,3,Q,-0.4,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2020-Q4,2,10,3,Q,0.4,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q1,2,10,3,Q,0.3,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q2,2,10,3,Q,0.8,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q3,2,10,3,Q,-0.3,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q4,2,10,3,Q,0.8,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2022-Q1,2,10,3,Q,3.2,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2020-Q3,3,10,1,Q,3.6,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2020-Q4,3,10,1,Q,2.1,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q1,3,10,1,Q,0.6,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q2,3,10,1,Q,0,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q3,3,10,1,Q,0.9,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q4,3,10,1,Q,1.5,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2022-Q1,3,10,1,Q,3.8,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2020-Q3,2,10,5,Q,-0.4,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2020-Q4,2,10,5,Q,0.7,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q1,2,10,5,Q,1.1,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q2,2,10,5,Q,0.4,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q3,2,10,5,Q,-0.1,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q4,2,10,5,Q,0.5,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2022-Q1,2,10,5,Q,3.2,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2020-Q3,1,10,2,Q,112.9,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2020-Q4,1,10,2,Q,113.3,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q1,1,10,2,Q,113.6,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q2,1,10,2,Q,114.7,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q3,1,10,2,Q,115.1,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q4,1,10,2,Q,115.7,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2022-Q1,1,10,2,Q,118.9,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2020-Q3,3,10,8,Q,3,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2020-Q4,3,10,8,Q,1.8,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q1,3,10,8,Q,0.4,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q2,3,10,8,Q,0.9,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q3,3,10,8,Q,0.7,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q4,3,10,8,Q,1.9,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2022-Q1,3,10,8,Q,4.3,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2020-Q3,2,10,4,Q,-0.3,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2020-Q4,2,10,4,Q,-0.2,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q1,2,10,4,Q,0.4,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q2,2,10,4,Q,0.9,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q3,2,10,4,Q,0.3,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q4,2,10,4,Q,0.7,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2022-Q1,2,10,4,Q,2.7,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2020-Q3,2,10,8,Q,-0.1,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2020-Q4,2,10,8,Q,-0.3,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q1,2,10,8,Q,0.4,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q2,2,10,8,Q,0.9,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q3,2,10,8,Q,-0.3,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q4,2,10,8,Q,0.9,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2022-Q1,2,10,8,Q,2.8,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2020-Q3,1,10,3,Q,112.6,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2020-Q4,1,10,3,Q,113.1,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q1,1,10,3,Q,113.4,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q2,1,10,3,Q,114.3,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q3,1,10,3,Q,114,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q4,1,10,3,Q,114.9,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2022-Q1,1,10,3,Q,118.6,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2020-Q3,3,10,2,Q,3.3,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2020-Q4,3,10,2,Q,2.2,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q1,3,10,2,Q,0.3,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q2,3,10,2,Q,0.8,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q3,3,10,2,Q,1.9,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q4,3,10,2,Q,2.1,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2022-Q1,3,10,2,Q,4.7,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2020-Q3,2,10,7,Q,-0.1,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2020-Q4,2,10,7,Q,0.4,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q1,2,10,7,Q,0.3,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q2,2,10,7,Q,0.8,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q3,2,10,7,Q,0,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q4,2,10,7,Q,0.6,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2022-Q1,2,10,7,Q,2.7,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2020-Q3,1,10,8,Q,112.9,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2020-Q4,1,10,8,Q,112.6,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q1,1,10,8,Q,113,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q2,1,10,8,Q,114,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q3,1,10,8,Q,113.7,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q4,1,10,8,Q,114.7,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2022-Q1,1,10,8,Q,117.9,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2020-Q3,1,10,50,Q,112.7,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2020-Q4,1,10,50,Q,112.9,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q1,1,10,50,Q,113.3,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q2,1,10,50,Q,113.9,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q3,1,10,50,Q,114.2,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q4,1,10,50,Q,115,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2022-Q1,1,10,50,Q,118.2,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2020-Q3,1,10,7,Q,111,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2020-Q4,1,10,7,Q,111.4,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q1,1,10,7,Q,111.7,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q2,1,10,7,Q,112.6,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q3,1,10,7,Q,112.6,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q4,1,10,7,Q,113.3,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2022-Q1,1,10,7,Q,116.4,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2020-Q3,2,10,6,Q,-0.2,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2020-Q4,2,10,6,Q,0,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q1,2,10,6,Q,0.4,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q2,2,10,6,Q,0.7,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q3,2,10,6,Q,-0.2,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q4,2,10,6,Q,1.2,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2022-Q1,2,10,6,Q,2.7,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2020-Q3,3,10,50,Q,3.4,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2020-Q4,3,10,50,Q,2.3,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q1,3,10,50,Q,0.7,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q2,3,10,50,Q,0.7,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q3,3,10,50,Q,1.3,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q4,3,10,50,Q,1.9,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2022-Q1,3,10,50,Q,4.3,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2020-Q3,3,10,3,Q,2.6,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2020-Q4,3,10,3,Q,1.9,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q1,3,10,3,Q,0.5,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q2,3,10,3,Q,1.2,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q3,3,10,3,Q,1.2,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q4,3,10,3,Q,1.6,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2022-Q1,3,10,3,Q,4.6,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2020-Q3,3,10,7,Q,3.1,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2020-Q4,3,10,7,Q,2.5,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q1,3,10,7,Q,0.8,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q2,3,10,7,Q,1.4,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q3,3,10,7,Q,1.4,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q4,3,10,7,Q,1.7,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2022-Q1,3,10,7,Q,4.2,PCT,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2020-Q3,1,10,1,Q,114.1,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2020-Q4,1,10,1,Q,114.1,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q1,1,10,1,Q,114.4,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q2,1,10,1,Q,114.3,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q3,1,10,1,Q,115.1,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2021-Q4,1,10,1,Q,115.8,IN,1
20001,Food And Non-Alcoholic Beverages,,,1,16.76,,0,2022-Q1,1,10,1,Q,118.7,IN,1
30002,Food And Non-Alcoholic Beverages,Bread and cereal products,,2,1.43,,0,2020-Q3,2,10,6,Q,-2,PCT,1
30002,Food And Non-Alcoholic Beverages,Bread and cereal products,,2,1.43,,0,2020-Q4,2,10,6,Q,0.7,PCT,1
30002,Food And Non-Alcoholic Beverages,Bread and cereal products,,2,1.43,,0,2021-Q1,2,10,6,Q,0.5,PCT,1
30002,Food And Non-Alcoholic Beverages,Bread and cereal products,,2,1.43,,0,2021-Q2,2,10,6,Q,0,PCT,1
30002,Food And Non-Alcoholic Beverages,Bread and cereal products,,2,1.43,,0,2021-Q3,2,10,6,Q,-0.3,PCT,1
30002,Food And Non-Alcoholic Beverages,Bread and cereal products,,2,1.43,,0,2021-Q4,2,10,6,Q,1.3,PCT,1
30002,Food And Non-Alcoholic Beverages,Bread and cereal products,,2,1.43,,0,2022-Q1,2,10,6,Q,1.9,PCT,1
30002,Food And Non-Alcoholic Beverages,Bread and cereal products,,2,1.43,,0,2020-Q3,3,10,2,Q,1.4,PCT,1
30002,Food And Non-Alcoholic Beverages,Bread and cereal products,,2,1.43,,0,2020-Q4,3,10,2,Q,0.8,PCT,1
30002,Food And Non-Alcoholic Beverages,Bread and cereal products,,2,1.43,,0,2021-Q1,3,10,2,Q,-0.3,PCT,1
30002,Food And Non-Alcoholic Beverages,Bread and cereal products,,2,1.43,,0,2021-Q2,3,10,2,Q,-1.2,PCT,1
30002,Food And Non-Alcoholic Beverages,Bread and cereal products,,2,1.43,,0,2021-Q3,3,10,2,Q,0.6,PCT,1
30002,Food And Non-Alcoholic Beverages,Bread and cereal products,,2,1.43,,0,2021-Q4,3,10,2,Q,1.4,PCT,1
30002,Food And Non-Alcoholic Beverages,Bread and cereal products,,2,1.43,,0,2022-Q1,3,10,2,Q,2.9,PCT,1
30002,Food And Non-Alcoholic Beverages,Bread and cereal products,,2,1.43,,0,2020-Q3,1,10,2,Q,103,IN,1
30002,Food And Non-Alcoholic Beverages,Bread and cereal products,,2,1.43,,0,2020-Q4,1,10,2,Q,103.6,IN,1
30002,Food And Non-Alcoholic Beverages,Bread and cereal products,,2,1.43,,0,2021-Q1,1,10,2,Q,103.7,IN,1
30002,Food And Non-Alcoholic Beverages,Bread and cereal products,,2,1.43,,0,2021-Q2,1,10,2,Q,103.7,IN,1
30002,Food And Non-Alcoholic Beverages,Bread and cereal products,,2,1.43,,0,2021-Q3,1,10,2,Q,103.6,IN,1
30002,Food And Non-Alcoholic Beverages,Bread and cereal products,,2,1.43,,0,2021-Q4,1,10,2,Q,105,IN,1
30002,Food And Non-Alcoholic Beverages,Bread and cereal products,,2,1.43,,0,2022-Q1,1,10,2,Q,106.7,IN,1
30002,Food And Non-Alcoholic Beverages,Bread and cereal products,,2,1.43,,0,2020-Q3,1,10,4,Q,103.4,IN,1
30002,Food And Non-Alcoholic Beverages,Bread and cereal products,,2,1.43,,0,2020-Q4,1,10,4,Q,104.3,IN,1
30002,Food And Non-Alcoholic Beverages,Bread and cereal products,,2,1.43,,0,2021-Q1,1,10,4,Q,104.2,IN,1
30002,Food And Non-Alcoholic Beverages,Bread and cereal products,,2,1.43,,0,2021-Q2,1,10,4,Q,104.3,IN,1
30002,Food And Non-Alcoholic Beverages,Bread and cereal products,,2,1.43,,0,2021-Q3,1,10,4,Q,104.3,IN,1
30002,Food And Non-Alcoholic Beverages,Bread and cereal products,,2,1.43,,0,2021-Q4,1,10,4,Q,105.7,IN,1
30002,Food And Non-Alcoholic Beverages,Bread and cereal products,,2,1.43,,0,2022-Q1,1,10,4,Q,107.1,IN,1
30002,Food And Non-Alcoholic Beverages,Bread and cereal products,,2,1.43,,0,2020-Q3,3,10,1,Q,1.2,PCT,1
30002,Food And Non-Alcoholic Beverages,Bread and cereal products,,2,1.43,,0,2020-Q4,3,10,1,Q,1,PCT,1
30002,Food And Non-Alcoholic Beverages,Bread and cereal products,,2,1.43,,0,2021-Q1,3,10,1,Q,-0.4,PCT,1
30002,Food And Non-Alcoholic Beverages,Bread and cereal products,,2,1.43,,0,2021-Q2,3,10,1,Q,-1.4,PCT,1
30002,Food And Non-Alcoholic Beverages,Bread and cereal products,,2,1.43,,0,2021-Q3,3,10,1,Q,0.7,PCT,1
30002,Food And Non-Alcoholic Beverages,Bread and cereal products,,2,1.43,,0,2021-Q4,3,10,1,Q,1.1,PCT,1
30002,Food And Non-Alcoholic Beverages,Bread and cereal products,,2,1.43,,0,2022-Q1,3,10,1,Q,2.7,PCT,1
30002,Food And Non-Alcoholic Beverages,Bread and cereal products,,2,1.43,,0,2020-Q3,2,10,2,Q,-1.9,PCT,1
30002,Food And Non-Alcoholic Beverages,Bread and cereal products,,2,1.43,,0,2020-Q4,2,10,2,Q,0.6,PCT,1
30002,Food And Non-Alcoholic Beverages,Bread and cereal products,,2,1.43,,0,2021-Q1,2,10,2,Q,0.1,PCT,1
30002,Food And Non-Alcoholic Beverages,Bread and cereal products,,2,1.43,,0,2021-Q2,2,10,2,Q,0,PCT,1
30002,Food And Non-Alcoholic Beverages,Bread and cereal products,,2,1.43,,0,2021-Q3,2,10,2,Q,-0.1,PCT,1
30002,Food And Non-Alcoholic Beverages,Bread and cereal products,,2,1.43,,0,2021-Q4,2,10,2,Q,1.4,PCT,1
30002,Food And Non-Alcoholic Beverages,Bread and cereal products,,2,1.43,,0,2022-Q1,2,10,2,Q,1.6,PCT,1
30002,Food And Non-Alcoholic Beverages,Bread and cereal products,,2,1.43,,0,2020-Q3,2,10,7,Q,-2.2,PCT,1
30002,Food And Non-Alcoholic Beverages,Bread and cereal products,,2,1.43,,0,2020-Q4,2,10,7,Q,0.8,PCT,1
30002,Food And Non-Alcoholic Beverages,Bread and cereal products,,2,1.43,,0,2021-Q1,2,10,7,Q,0,PCT,1
30002,Food And Non-Alcoholic Beverages,Bread and cereal products,,2,1.43,,0,2021-Q2,2,10,7,Q,0.2,PCT,1
30002,Food And Non-Alcoholic Beverages,Bread and cereal products,,2,1.43,,0,2021-Q3,2,10,7,Q,0.4,PCT,1
30002,Food And Non-Alcoholic Beverages,Bread and cereal products,,2,1.43,,0,2021-Q4,2,10,7,Q,1,PCT,1
30002,Food And Non-Alcoholic Beverages,Bread and cereal products,,2,1.43,,0,2022-Q1,2,10,7,Q,2.2,PCT,1
